parent_asin,category,title,description,brand,price,average_rating,rating_count,review_text,search_text
B0BZ18K3BT,Amazon Home,"Laptop Bed Tray Table,Laptop Desk for Bed,Lap Desk for Laptop, Adjustable Laptop Stand for Bed with USB Charge Port,Foldable Portable Laptop Table for Couch Sofa Floor Desk for Adults,Kids (Black)",,YOUXLGD,56.99,4.1,39,"In our RV I like lightweight and this passes easily for weight and gives us an extra work space.  The built in USB connections are nice.  It is very easy to unfold and fold again for easy storage. There are some aspects that I liked about the YOUXLGD Bed Tray that include:<br />• The table’s locking tilting mechanism;<br />• The large platform type legs that stabilized the table on the bed;<br  I am lazy to write a review, but this time I really want say something, this desk much convenient for me to reading when my kids are sleeping, I do not need to open the room light as the desk itself h","Category: Amazon Home | Brand: YOUXLGD | Product: Laptop Bed Tray Table,Laptop Desk for Bed,Lap Desk for Laptop, Adjustable Laptop Stand for Bed with USB Charge Port,Foldable Portable Laptop Table for Couch Sofa Floor Desk for Adults,Kids (Black) | Description:  | Price: $56.99"
B07Z26G59H,Cell Phones & Accessories,"Art-Strap Protective Case, Compatible with AirPods 2 and 1 - Shockproof Soft TPU Gel Case Cover with Keychain Carabiner Replacement for Apple AirPods (Dog Doberman Pinscher)","Art-Strap Protective Case, Compatible with AirPods 2 and 1 - Shockproof Soft TPU Gel Case Cover with Keychain Carabiner replacement for Apple AirPods",Art-Strap,11.95,3.3,3,"The print is extremely cute but the top casing does not stay on the lid of the airpods case, it kept falling off, and i didnt want to glue it on.","Category: Cell Phones & Accessories | Brand: Art-Strap | Product: Art-Strap Protective Case, Compatible with AirPods 2 and 1 - Shockproof Soft TPU Gel Case Cover with Keychain Carabiner Replacement for Apple AirPods (Dog Doberman Pinscher) | Description: Art-Strap Protective Case, Compatible with AirPods 2 and 1 - Shockproof Soft TPU Gel Case Cover with Keychain Carabiner replacement for Apple AirPods | Price: $11.95"
B0832M1LSP,All Electronics,"ADAM elements USB-C Hub with Detachable Wireless Charger, HDMI/VGA, USB-C, PD Type C Fast Charging Port, USB3.1 Type-A - for iPhone, Android, MacBook Pro, iPad Pro",,ADAM ELEMENTS,49.0,4.1,3,Expensive and runs hot,"Category: All Electronics | Brand: ADAM ELEMENTS | Product: ADAM elements USB-C Hub with Detachable Wireless Charger, HDMI/VGA, USB-C, PD Type C Fast Charging Port, USB3.1 Type-A - for iPhone, Android, MacBook Pro, iPad Pro | Description:  | Price: $49.00"
B075WXPKZF,All Electronics,Tripp Lite Standard Power Extension Cord Cable 18 AWG 120V/10A NEMA 5-15R to NEMA 5-15P Black 12ft 12' (P022-012),"The P022-012 standard power extension cord Features a NEMA 5-15P plug on one end and a NEMA 5-15R receptacle on the other. It allows you to extend the length of your existing power cord by 12 feet, or you can use it as a Replacement for an old or lost power cord. The 12-foot 18 AWG power cord is rated for 120V and 10a and is tested to ANSI/UL 62 and 817 and can/CSA C22.2 no. 21 and 49 standards. Durable SJT jacket is sure to last a long time.",Tripp Lite,9.99,4.8,6,This is really a nice quality cord which I highly recommend. As advertised. Light weight cord used for small fireplace fan.<br />Worked well,"Category: All Electronics | Brand: Tripp Lite | Product: Tripp Lite Standard Power Extension Cord Cable 18 AWG 120V/10A NEMA 5-15R to NEMA 5-15P Black 12ft 12' (P022-012) | Description: The P022-012 standard power extension cord Features a NEMA 5-15P plug on one end and a NEMA 5-15R receptacle on the other. It allows you to extend the length of your existing power cord by 12 feet, or you can use it as a Replacement for an old or lost power cord. The 12-foot 18 AWG power cord is rat | Price: $9.99"
B00D1FOGRY,All Electronics,Supersonic SC-608AT HDTV Digital Flat Indoor Antenna,,Supersonic,13.4,3.8,11,"I WAS AMAZED bought online works like it says Good item,  Excellent shipment service. Thanks BEST Antenna!<br /><br />Great Reception. I got 97 channels!<br /><br />90021 Zip Code: Los Angeles, CA its the best Antenna, very clear and perfect picture.",Category: All Electronics | Brand: Supersonic | Product: Supersonic SC-608AT HDTV Digital Flat Indoor Antenna | Description:  | Price: $13.40
B09N961KJ9,Cell Phones & Accessories,PMLN7190 Carry Holder Holster with Swiver Belt Clip for Motorola Radio SL300 SL500 SL3500E SL1600,"This swivel carry holster protects the SL300 while providing a convenient way to secure the radio to your belt. PMLN7190, PMLN7190A, PMLN7190B, PMLN7190C This accessory provides a convenient way to secure the radio to your belt. Physical Characteristics Weight (lb): 0.08 Dimensions (inches): 5.13 H X 1.13 W X 2.38 L Performance Characteristics Belt Loop / Clip Dimension (inches): 2.0 Type: Swivel Material: Plastic",Kymate,17.89,3.9,20,"Bought this because it appeared to be a 2-pack from the thumbnail photo. This contains only one clip.<br /><br />The clip will accommodate a 2"" belt, but the curved retainer portion is such a small di","Category: Cell Phones & Accessories | Brand: Kymate | Product: PMLN7190 Carry Holder Holster with Swiver Belt Clip for Motorola Radio SL300 SL500 SL3500E SL1600 | Description: This swivel carry holster protects the SL300 while providing a convenient way to secure the radio to your belt. PMLN7190, PMLN7190A, PMLN7190B, PMLN7190C This accessory provides a convenient way to secure the radio to your belt. Physical Characteristics Weight (lb): 0.08 Dimensions (inches): 5.13 H  | Price: $17.89"
B08NVK5XCS,All Electronics,"elxjar (5-Pack) 3.7V BL-1 Li-ion Rechargeable Replacement Battery Compatible with BAOFENG BF-666S BF-777S BF-888S BF-999S, Retevis H-777, Arcshell AR-5, Ansoko",,elxjar,24.99,4.4,65,"Hope they give me a few hours of talk-time For radios..great The batteries last about6-8 hours is left on. The more you transmit the quicker they are depleted. Batteries were advertised to fit the Arcshell AR-6 Radios, however they do not fit. Had to return for a refund. Wow, fast shipping, good price & they work great.","Category: All Electronics | Brand: elxjar | Product: elxjar (5-Pack) 3.7V BL-1 Li-ion Rechargeable Replacement Battery Compatible with BAOFENG BF-666S BF-777S BF-888S BF-999S, Retevis H-777, Arcshell AR-5, Ansoko | Description:  | Price: $24.99"
B00CXA2M1U,All Electronics,"Compatible Cordless Phone Batteries, Compatible with Toshiba SX-2808BK Cordless Phone, (Ni-CD, 3.6V, 800 mAh) Ultra Hi-Capacity, combo-pack includes: 2 x UL990 Batteries","Compatible Cordless Phone Batteries, Compatible with Toshiba SX-2808BK Cordless Phone, (Ni-CD, 3.6V, 800 mAh) Ultra Hi-Capacity, combo-pack includes: 2 x UL990 Batteries",Synergy Digital,13.72,5.0,1,Perfect fit and after two weeks they are working perfectly.,"Category: All Electronics | Brand: Synergy Digital | Product: Compatible Cordless Phone Batteries, Compatible with Toshiba SX-2808BK Cordless Phone, (Ni-CD, 3.6V, 800 mAh) Ultra Hi-Capacity, combo-pack includes: 2 x UL990 Batteries | Description: Compatible Cordless Phone Batteries, Compatible with Toshiba SX-2808BK Cordless Phone, (Ni-CD, 3.6V, 800 mAh) Ultra Hi-Capacity, combo-pack includes: 2 x UL990 Batteries | Price: $13.72"
B009H5TPQ4,All Electronics,"Replacement Remote Control for Canon WLD88, FS10, HF100, VIXIA HFS10, HFS10, HFS100","This is a custom built replacement remote made by Redi Remote for the CANON remote control number D830770000. *This is NOT an original remote control. It is a custom replacement remote made by Redi-Remote* This remote control is specifically designed to be compatible with the following models of CANON units: WLD88, FS10, HF100, VIXIA HFS10, HFS10, HFS100, FS100, VIXIA HFS100, HG21, VIXIA HF11, VIXIA HG20, HF200, FS11, D830770000, HF20, VIXIA HF20, VIXIA HF200, HG20, VIXIA HG21 *If you have any c",REDI REMOTE,34.95,2.1,3,Does what it says it will do....I used it to control my Canon Vixia HF20 camcorder because I lost the original.... Item is larger than I thought it would be. I needed a smaller remote for location shooting. it does work... but not as ergonomic as i would have liked,"Category: All Electronics | Brand: REDI REMOTE | Product: Replacement Remote Control for Canon WLD88, FS10, HF100, VIXIA HFS10, HFS10, HFS100 | Description: This is a custom built replacement remote made by Redi Remote for the CANON remote control number D830770000. *This is NOT an original remote control. It is a custom replacement remote made by Redi-Remote* This remote control is specifically designed to be compatible with the following models of CAN | Price: $34.95"
B093L5CBH1,AMAZON FASHION,"ZenRich Shoulder Strap for Tablet Cases,Universal Adjustable & Removable Carrying Strap,Ultra Comfortable Replacement Shoulder Belt,Black",,ZenRich,9.99,4.5,144,"I ordered this item for my grand daughter, however  it was on the longer side for her, she's 4 years old. But the item is great and I recommend for a bigger person. Does it’s job! That’s all it matters Use for tablet attaches to case As expected Great product, a little difficult to attach to the cover I have but not imposible to do, a most have it looks and feels stronger that other straps and is comfortable to use","Category: AMAZON FASHION | Brand: ZenRich | Product: ZenRich Shoulder Strap for Tablet Cases,Universal Adjustable & Removable Carrying Strap,Ultra Comfortable Replacement Shoulder Belt,Black | Description:  | Price: $9.99"
B09YQ6PTTW,Computers,"JSAUX Mini USB Cable10 FT, USB 2.0 Type A to Mini B Fast Charging Braided Cord Compatible with Blue Yeti Microphone Garmin Nuvi GPS 50 Ti-84 CE PS3 Controller Canon Rebel t7 Digital Camera Gopro Red",,JSAUX,12.99,4.7,6630,I really like this cable. Nice long and color. Charges fast. Thanks Cord worked perfectly with my grand child's Leap Frog Pen. Shipping was quick. Quality of the cord is very good. Love the way new cords are reinforced with the woven material on the outside. Well made and the rubber connection covers look like they will ensure a long life.  Would like a larger selection of cord lengths. Works perfectly to connect with my 3D printer These are the best I've ever had. Very sturdy connections and really flexible.,"Category: Computers | Brand: JSAUX | Product: JSAUX Mini USB Cable10 FT, USB 2.0 Type A to Mini B Fast Charging Braided Cord Compatible with Blue Yeti Microphone Garmin Nuvi GPS 50 Ti-84 CE PS3 Controller Canon Rebel t7 Digital Camera Gopro Red | Description:  | Price: $12.99"
B071WS37H2,Computers,Logitech 910-005032 M325C Wireless Mouse-Brainstorm Peach,A Logitech Doodle Collection M325c Wireless Mouse takes you far away from the everyday. All the way to your happy place. Choose from doodle designs that reflect your creativity. Lasts up to 18 months on a single battery. Responds up to 33 ft. (10m) with a nano wireless receiver. Rips through web pages and docs with precision scrolling. Brainstorm Peach Design,Logitech,49.99,4.6,223,"Love Logitech Good product for the money. It's super cute, easy to install, works like a charm and I love it! Very comfortable on the hand & wrist. Which matters to me considering that I broke all my right hand's fingers and had to have recon Worked right away. :) Love it!",Category: Computers | Brand: Logitech | Product: Logitech 910-005032 M325C Wireless Mouse-Brainstorm Peach | Description: A Logitech Doodle Collection M325c Wireless Mouse takes you far away from the everyday. All the way to your happy place. Choose from doodle designs that reflect your creativity. Lasts up to 18 months on a single battery. Responds up to 33 ft. (10m) with a nano wireless receiver. Rips through web pag | Price: $49.99
B0BVH6JRXS,All Electronics,Memory Foam Eartips Compatible with JBL Live Pro TWS 2 & JBL Vibe Buds & JBL Tune Buds Earphone Earpad by TENNMAK,,TENNMAK,15.99,3.2,6,"Maybe some like these foam tips, but in my opinion I’d take silicone all day everyday. These don’t stay in place and feel like they fall apart in no time. Impossible to keep clean beacause they can’t  These allowed my jbl tws to properly seal in my big ear hole! The headphones don't fall out anymore, and are extremely comfortable, even after 6 hours of wearing.<br /><br />also, the better seal allo",Category: All Electronics | Brand: TENNMAK | Product: Memory Foam Eartips Compatible with JBL Live Pro TWS 2 & JBL Vibe Buds & JBL Tune Buds Earphone Earpad by TENNMAK | Description:  | Price: $15.99
B097BHSZ9H,,HCSK GK5CN-00-13-3S1P-0 New Laptop Battery Compatable with GETAC TONGFANG GK5CN4Z GK5CN5Z GK5CN6Z GK5CQ7Z GK6Z5CN GK7CN6S Series Notebook GK5CN-00-13-4S1P-0 11.4V 46.74Wh 4100mAh,"Specification Model Name: GK5CN-00-13-3S1P-0 GK5CN-00-13-4S1P-0L Battery Type: Li-ion Battery Voltage: 11.4V Battery Capacity: 4100mAh/46.74Wh  Condition: 100% New from Manufacturer, Grade A Cell  Replacement for Part Number: GK5CN-00-13-3S1P-0 GK5CN-00-13-4S1P-0 Compatible Models (Use ""Ctrl+F” to find your model quickly) for TONGFANG GK5CN4Z, GK5CN5Z, GK5CN6Z, GK5CQ7Z, GK6Z5CN, GK7CN6S, Model Z GK5CQ7Z, OP-LP2 for SCHENKER XMG Neo 15, XMG Neo 15 Turing, XMG Neo 15 XNE15M19 for MAINGEAR Vector 1",HCSK,41.99,2.8,2,"I bought this batter just a little over a month ago (late February 2023).  At first the battery seemed to work as expected.  Now just a little over a month after installing it, the battery does not ho","Category: nan | Brand: HCSK | Product: HCSK GK5CN-00-13-3S1P-0 New Laptop Battery Compatable with GETAC TONGFANG GK5CN4Z GK5CN5Z GK5CN6Z GK5CQ7Z GK6Z5CN GK7CN6S Series Notebook GK5CN-00-13-4S1P-0 11.4V 46.74Wh 4100mAh | Description: Specification Model Name: GK5CN-00-13-3S1P-0 GK5CN-00-13-4S1P-0L Battery Type: Li-ion Battery Voltage: 11.4V Battery Capacity: 4100mAh/46.74Wh  Condition: 100% New from Manufacturer, Grade A Cell  Replacement for Part Number: GK5CN-00-13-3S1P-0 GK5CN-00-13-4S1P-0 Compatible Models (Use ""Ctrl+F” to f | Price: $41.99"
B07XYN3HDX,All Electronics,"UGEE Graphics Drawing Tablet, M708 V2 10x6 Inch Ultra Thin Large Graphics Drawing Tablets Art Pad with 8 Hot Keys 8192 Level Battery-Free Stylus for Win/Mac/Android, Creation Sketch, Online Teaching",,UGEE,58.99,4.2,1153,"I am so happy with it, Easy to work and very, very cheap! I feel like i would have enjoyed this product so much but i just couldn't make it compatible with my chromebook computer. According to the instructions all i had to do was download a file using a wind Everything came, easy and fast to connect to my computer, works perfectly! This is a great product for the price. I wasn't sure if I would enjoy not having the picture on the Ugee tablet, but I've gotten used to it. Una buena inversion","Category: All Electronics | Brand: UGEE | Product: UGEE Graphics Drawing Tablet, M708 V2 10x6 Inch Ultra Thin Large Graphics Drawing Tablets Art Pad with 8 Hot Keys 8192 Level Battery-Free Stylus for Win/Mac/Android, Creation Sketch, Online Teaching | Description:  | Price: $58.99"
B0924G3QFL,Camera & Photo,"8MP UltraHD 4K POE IP Camera DS-2CD2385G1-I 2.8mm, Outdoor IR Fixed Turret Network Camera with Low Illumination EXIR 98ft Night Vision, H.265+, WDR DNR, SD Card Slot, VCA, IP67","Camera Image Sensor:1/2"" Progressive Scan CMOS Signal System:PAL/NTSC Min. Illumination:Color: 0.008 Lux @ (F1.2, AGC ON), 0.016 Lux @ (F1.6, AGC ON) Shutter time:1/3 s to 1/100,000 s Slow shutter:Support Lens:2.8 mm, horizontal FOV: 102° Lens Mount:M16 Day& Night:IR Cut Filter Wide Dynamic Range:120 dB Digital noise reduction:3D DNR Focus:Fixed Compression Standard Video Compression:H.265+/H.265/H.264+/H.264/MJPEG Video bit rate:32Kbps~16Mbps Triple Streams:Yes Image Max. Image Resolution:3840 ",HIKCAM,156.0,3.8,9,If setup correctly this item is fantastic! Remind me in 2023,"Category: Camera & Photo | Brand: HIKCAM | Product: 8MP UltraHD 4K POE IP Camera DS-2CD2385G1-I 2.8mm, Outdoor IR Fixed Turret Network Camera with Low Illumination EXIR 98ft Night Vision, H.265+, WDR DNR, SD Card Slot, VCA, IP67 | Description: Camera Image Sensor:1/2"" Progressive Scan CMOS Signal System:PAL/NTSC Min. Illumination:Color: 0.008 Lux @ (F1.2, AGC ON), 0.016 Lux @ (F1.6, AGC ON) Shutter time:1/3 s to 1/100,000 s Slow shutter:Support Lens:2.8 mm, horizontal FOV: 102° Lens Mount:M16 Day& Night:IR Cut Filter Wide Dynamic Range:12 | Price: $156.00"
B07JM29B4S,Computers,42U 19'' 4 Post Open Frame Adjustable IT Network Data Server Rack Enclosure,"42U 4 Post Open Frame Server Data Rack 19"" Adjustable Depth 23""-32"" Description  Raising Electronics Open Racks - Solid, Versatile, and Premium Quality Made; Organize and Secure your Rack Mount Equipment.  This premium quality adjustable 4 post open rack is designed to accommodate different installations of equipment from different manufactures.  The adjustable installation depth from 22""-34"" is a great feature that will fit most of the server installation on the market. This rack is made of 5MM",RAISING ELECTRONICS,244.97,4.2,10,The metal frame is of good quality the problem is in Shipping and Handling. It arrived bent from the end corners and it lost its role of being true. I do like this rack and it's pretty solid.  However there was almost no protection inside the box for shipping.  I had to bend the thing strait in several locations ( more than then uploaded pictures  +1,"Category: Computers | Brand: RAISING ELECTRONICS | Product: 42U 19'' 4 Post Open Frame Adjustable IT Network Data Server Rack Enclosure | Description: 42U 4 Post Open Frame Server Data Rack 19"" Adjustable Depth 23""-32"" Description  Raising Electronics Open Racks - Solid, Versatile, and Premium Quality Made; Organize and Secure your Rack Mount Equipment.  This premium quality adjustable 4 post open rack is designed to accommodate different installa | Price: $244.97"
B07YNTQ29Y,Computers,"JINX Tom Clancy's Ghost Recon Breakpoint Wolves Sigil Die Cut Vinyl Decal Sticker, Red, 4.45x5.5",We are summoning the devil. One red die-cut sticker of the Wolves logo. Weather-resistant vinyl sticker; Good for indoor outdoor use. Sticker measures approximately 4.45 inches x 5.5 inches. Ages 15 and up. Officially licensed by Ubisoft for Ghost Recon: Breakpoint video game; designed and created by J!NX.,JINX,8.95,4.7,10,"After a month still looks brand new, amazing quality. Rare and a bit expensive.","Category: Computers | Brand: JINX | Product: JINX Tom Clancy's Ghost Recon Breakpoint Wolves Sigil Die Cut Vinyl Decal Sticker, Red, 4.45x5.5 | Description: We are summoning the devil. One red die-cut sticker of the Wolves logo. Weather-resistant vinyl sticker; Good for indoor outdoor use. Sticker measures approximately 4.45 inches x 5.5 inches. Ages 15 and up. Officially licensed by Ubisoft for Ghost Recon: Breakpoint video game; designed and created b | Price: $8.95"
B0BJ8CDDH3,Automotive,WFCO WF68100A Deck Mount 100 Amps Converter Charger,"WFCO WF68100A Deck Mount 100 Amps Converter Charger. Output Power: 1710 W, Input Voltage/Hz: 105-130 VAC, 60 Hz, Voltage Output: 13.2 – 14.4V DC Range. Item dimension: 9.9 wide; 3.9 high; 13.36 deep Inches",WFCO,499.98,4.6,144,"As described. Price to high and the original did not last to long I do not know why it was on a 2014 dutchman voltage Works as anticipated. I was not happy about having to replace the part in our RV, but I guess given the fact that it has been used most of the last 5 years non-stop, replacement was inevitable. We purchased this item a cou Exact model number that came out of a friend's 5th that went bad. Timely delivery, easy install, works perfect.","Category: Automotive | Brand: WFCO | Product: WFCO WF68100A Deck Mount 100 Amps Converter Charger | Description: WFCO WF68100A Deck Mount 100 Amps Converter Charger. Output Power: 1710 W, Input Voltage/Hz: 105-130 VAC, 60 Hz, Voltage Output: 13.2 – 14.4V DC Range. Item dimension: 9.9 wide; 3.9 high; 13.36 deep Inches | Price: $499.98"
B095JGCFX4,Computers,rooCASE Case 2021/2020 iPad Pro 11 Inch Gen 2/3 - Height and Angle Adjustable Table Stand Case with Apple Pencil Holder (Gen3 A2301 A2377 A2459 A2460 - Gen2 A2228 A2068 A2230 A2231),,rooCASE,29.99,3.6,10,"[[VIDEOID:7b40f798252306e72e7218f7f61c715]] Sorry for the poor quality of the video… edibles. Anyway I will sum up the video by saying very simply that there is a defect with the design / square peg r This is a thin case. It’s extremely sturdy at any angle when deployed in the upper stand position. Also, the pencil holder is tight, which it’s impossible for it to fall out accidentally and it charge",Category: Computers | Brand: rooCASE | Product: rooCASE Case 2021/2020 iPad Pro 11 Inch Gen 2/3 - Height and Angle Adjustable Table Stand Case with Apple Pencil Holder (Gen3 A2301 A2377 A2459 A2460 - Gen2 A2228 A2068 A2230 A2231) | Description:  | Price: $29.99
B09MCGKGLP,Computers,"Molex to 3Pin/4Pin Fan Adapter, 12V PC Fan Adapter 4Pin Molex to 4 PWM Splitter Sleeved Braided Cable UIInosoo for 3 Pin or 4 Pin Computer PC Case Fan Power Supply 11 inch","Connector 1 - 4 Pin Molex (This 4-Pin Molex is actual 2-Pin but it still works fine on your computer, because only 2-pin in connector required for fixed Molex operated voltage of 12V) ; Connector 2 - Four PC case fan PWM connectors.Power four 3 pin or 4 pin PC case fans with a Molex connector.High quality black sleeved cable, the braided thread has good durability and long service life.Money saving, with one molex plug you can power up to 4 case fans-works and helped you organize your cords bett",Ullnosoo,5.49,4.4,135,These cable's are great looking with great quality materials I'm rehabbing a computer to use with powerful AI software that requires a higher-wattage power supply and a GPU card that produces a lot of heat. This makes keeping things cool inside the case a tough You must be very careful when moving the cables or just touching them as the connector (not the molex) will not hold onto the plug well. A tap here or there and it disconnects. The pins on the connectors are not straight so plugging fans into them take a little bit of effort. It does work fine though. Was perfect for my media center cooling fans. I especially liked the black wire sleeving. I am using an ac to DC inverter to power this going to two fans. Glad I have the ability to expand if needed.,"Category: Computers | Brand: Ullnosoo | Product: Molex to 3Pin/4Pin Fan Adapter, 12V PC Fan Adapter 4Pin Molex to 4 PWM Splitter Sleeved Braided Cable UIInosoo for 3 Pin or 4 Pin Computer PC Case Fan Power Supply 11 inch | Description: Connector 1 - 4 Pin Molex (This 4-Pin Molex is actual 2-Pin but it still works fine on your computer, because only 2-pin in connector required for fixed Molex operated voltage of 12V) ; Connector 2 - Four PC case fan PWM connectors.Power four 3 pin or 4 pin PC case fans with a Molex connector.High q | Price: $5.49"
B00CWLRIEQ,Computers,2-Year Home Security Plan Under $75,,SmartGuard,6.58,4.7,8,nice It helps to keep my peace of mind. Anytime I buy something I buy insurance or in your words seurity.,Category: Computers | Brand: SmartGuard | Product: 2-Year Home Security Plan Under $75 | Description:  | Price: $6.58
B0BLXFPLXN,,"Tablet Protective Case Heavy Duty Shockproof TPU Case Compatible with Samsung Galaxy Tab S7+/S8+ 12.4"" T970/X800,Protective Cover Drop-Proof Shock-Proof W Rotating Kickstand+Handle+Shoulder Strap+ Scr","Tablet Protective Case Tablet PC Flip CasesHeavy Duty Shockproof Rotating Multi-Function Kickstand Protective Cover Case Compatible with Samsung Galaxy Tab S7+/S8+ 12.4"" T970/X800Feature*Heavy duty protective case Compatible with Samsung Galaxy Tab S7+/S8+ 12.4"" T970/X800 Release. NOT compatible with any other devices. Please check model number before purchase*Multi-angle stand and 360° turntable : The tablet case built-in bracket and turntable . Pick a perfect angle what you want . Compatible w",EZSKY,68.11,5.0,1,I would use this again. So far it's been great! We have this tablet in an office setting and it's held up in the case great.,"Category: nan | Brand: EZSKY | Product: Tablet Protective Case Heavy Duty Shockproof TPU Case Compatible with Samsung Galaxy Tab S7+/S8+ 12.4"" T970/X800,Protective Cover Drop-Proof Shock-Proof W Rotating Kickstand+Handle+Shoulder Strap+ Scr | Description: Tablet Protective Case Tablet PC Flip CasesHeavy Duty Shockproof Rotating Multi-Function Kickstand Protective Cover Case Compatible with Samsung Galaxy Tab S7+/S8+ 12.4"" T970/X800Feature*Heavy duty protective case Compatible with Samsung Galaxy Tab S7+/S8+ 12.4"" T970/X800 Release. NOT compatible wit | Price: $68.11"
B08SBQNB1V,Camera & Photo,"ULANZI MT-33 Camera Tripod,Flexible Mini Tripod with 1/4"" Screw for Magic Arm,Octopus Tripod Compatible with iPhone 12 Samsung Canon Nikon Sony Cameras",,ULANZI,25.95,4.6,367,"When I purchased the [[ASIN:B08RRV6S6W Ulanzi battery handle]] to go with my DJI pocket, I was impressed with the quality of the product.  When gathering together my camera gear for my vacation, I rea Works great! I can't compare it the the Joby, but I can compare it to far cheaper alternatives. It blows them out of the water.<br /><br />Sturdy and stable. It's held my iPhone 13 Pro Max with Moment Love it very flexible move it anyway you want to I ordered this tripod after returning the M36. I wanted the quick release option of the M36 but alas it would not release! After examining the mechanism involved I decided it didn't meet expectations  Did the job for cell phone camera mount.  e.g. on a cruise wrapped the legs around the back of a deck recliner chair to steady the camera to take a selfie of me and the wife.  Actually thought I would","Category: Camera & Photo | Brand: ULANZI | Product: ULANZI MT-33 Camera Tripod,Flexible Mini Tripod with 1/4"" Screw for Magic Arm,Octopus Tripod Compatible with iPhone 12 Samsung Canon Nikon Sony Cameras | Description:  | Price: $25.95"
B09PMWDTK3,Computers,"[Geforce RTX 3060] 2022 HP Pavilion Gaming Desktop PC, 16GB RAM, 1TB SSD+2TB HDD, Intel i5-10400F, Wired Mouse & Keyboard, Bluetooth, Wi-Fi, USB Type-C, Display Port, HDMI, Windows 11, Mouse Pad","This listing contains products customized by seller. Product seals may have been opened to install the desired customization. Defects are significantly reduced by our in depth inspection & testing. Choose your options: Memory: Expandable up to 64GB Hard drive: Expandable up to 2TB PCIe SSD + 4TB HDD Key features and Benefits: Operating system: Windows 11 Home Processor: Intel Core i5-10400F (2.9 GHz base frequency, up to 4.3 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 6 cores) Ports: ",HP,999.0,4.7,4,"This is amazing, the graphics, the speed and the memory are great!! Don't get me wrong, this PC runs pretty well for the price point (typing from it now) and everything comes as promised. Its also cheap and affordable for people who don't have a lot of money (myself i","Category: Computers | Brand: HP | Product: [Geforce RTX 3060] 2022 HP Pavilion Gaming Desktop PC, 16GB RAM, 1TB SSD+2TB HDD, Intel i5-10400F, Wired Mouse & Keyboard, Bluetooth, Wi-Fi, USB Type-C, Display Port, HDMI, Windows 11, Mouse Pad | Description: This listing contains products customized by seller. Product seals may have been opened to install the desired customization. Defects are significantly reduced by our in depth inspection & testing. Choose your options: Memory: Expandable up to 64GB Hard drive: Expandable up to 2TB PCIe SSD + 4TB HDD | Price: $999.00"
B0C4YGMCSF,All Electronics,"USB C Laptop Docking Station,13 in 1 Docking Station Triple Monitor with 4K HDMI,4K DP,VGA,Ethernet,4 USB,SD/TF,USB-C Port,Audio/Mic,USB C Hub Multiport Adapter for MacBook/Dell/HP/Lenovo/Surface…",,Selore&S-Global,62.99,4.1,85,"Wanted & needed this to work - and at first it did.  Unfortunately, it stopped working.  Fortunately, I am a few days within my return window expiring, so I am able to return it.. and I will.<br /><br Not even one HDMI port would work. We had 2 units and tried them both with no success. Attempted using another  X1 Carbon and could not get that to work either. The other ports worked fine. But HDMI i Okay, Amazon's doing it again, asking me to rate ""Sheerness"" and ""Thickness"" as if this product was a pair of socks.<br /><br />It's a port-extender for my wife's MacBook Air.  And extending ports it  Useful I was happy to get dual monitor display working with this but after a few weeks the monitor suddenly would support only 1920x1080 rather than 3840x2160. Amazon replaced it with a new adapter, thanks t","Category: All Electronics | Brand: Selore&S-Global | Product: USB C Laptop Docking Station,13 in 1 Docking Station Triple Monitor with 4K HDMI,4K DP,VGA,Ethernet,4 USB,SD/TF,USB-C Port,Audio/Mic,USB C Hub Multiport Adapter for MacBook/Dell/HP/Lenovo/Surface… | Description:  | Price: $62.99"
